time 0.99 0.98 0.9866666666666667 0.99 0.97 0.9766666666666667 0.9966666666666667 0.9833333333333333 0.99 0.9933333333333333 0.99 0.9933333333333333 0.9866666666666667 0.9866666666666667 0.9933333333333333 0.9933333333333333 0.9966666666666667 0.9966666666666667 0.9966666666666667 0.9933333333333333 0.9866666666666667 0.9933333333333333 0.9933333333333333 0.9766666666666667 0.9933333333333333 0.9933333333333333 0.9933333333333333 0.9866666666666667 0.98 0.99 0.99 0.9866666666666667 0.9933333333333333 0.9766666666666667 0.98 0.9833333333333333 0.99 0.99 0.9833333333333333 0.9966666666666667 0.9933333333333333 0.9933333333333333 0.9833333333333333 0.99 0.9933333333333333 0.9833333333333333 0.99 0.9933333333333333 0.98 0.9866666666666667 0.9633333333333334 0.9933333333333333 0.9833333333333333 0.99 0.9833333333333333 0.9766666666666667 0.9933333333333333 0.99 0.9766666666666667 0.9933333333333333 0.9766666666666667 0.98 0.9866666666666667 0.98 0.9833333333333333 0.97 0.9966666666666667 0.9733333333333334 0.9933333333333333 0.98 0.9633333333333334 0.9866666666666667 0.99 0.9833333333333333 0.9933333333333333 0.9866666666666667 0.9866666666666667 0.9733333333333334 0.9866666666666667 0.9933333333333333 0.9933333333333333 0.9933333333333333 0.9833333333333333 0.9866666666666667 0.98 0.98 0.9933333333333333 0.96 0.9866666666666667 0.9966666666666667 0.99 0.97 1 0.9866666666666667 0.9866666666666667 0.99 0.98 0.9766666666666667 0.9966666666666667 0.9833333333333333
finished 0.28125 0.2604166666666667 0.28125 0.28125 0.3020833333333333 0.2916666666666667 0.28125 0.2708333333333333 0.2708333333333333 0.28125 0.2708333333333333 0.2604166666666667 0.23958333333333334 0.25 0.2708333333333333 0.25 0.2916666666666667 0.3125 0.2604166666666667 0.2604166666666667 0.28125 0.3541666666666667 0.28125 0.2604166666666667 0.3125 0.2604166666666667 0.2708333333333333 0.3020833333333333 0.28125 0.3229166666666667 0.2708333333333333 0.28125 0.2604166666666667 0.2604166666666667 0.3020833333333333 0.23958333333333334 0.2708333333333333 0.25 0.3020833333333333 0.2708333333333333 0.3229166666666667 0.2604166666666667 0.28125 0.22916666666666666 0.28125 0.2708333333333333 0.28125 0.28125 0.28125 0.2604166666666667 0.25 0.2708333333333333 0.23958333333333334 0.2916666666666667 0.28125 0.28125 0.2604166666666667 0.25 0.2708333333333333 0.2604166666666667 0.28125 0.2916666666666667 0.2604166666666667 0.23958333333333334 0.28125 0.20833333333333334 0.22916666666666666 0.28125 0.28125 0.2916666666666667 0.19791666666666666 0.28125 0.3020833333333333 0.2604166666666667 0.2916666666666667 0.25 0.2708333333333333 0.23958333333333334 0.23958333333333334 0.23958333333333334 0.2604166666666667 0.2708333333333333 0.3125 0.2604166666666667 0.2604166666666667 0.28125 0.3020833333333333 0.2916666666666667 0.2916666666666667 0.19791666666666666 0.2604166666666667 0.23958333333333334 0.2708333333333333 0.25 0.23958333333333334 0.23958333333333334 0.3125 0.2916666666666667 0.3229166666666667 0.3125
quality 0.7444444444444444 0.688 0.7555555555555555 0.8925925925925926 0.7310344827586207 0.7428571428571429 0.7518518518518519 0.8192307692307692 0.823076923076923 0.8370370370370371 0.8192307692307692 0.752 0.8956521739130435 0.8541666666666666 0.7461538461538461 0.8624999999999999 0.7964285714285715 0.7533333333333334 0.78 0.8640000000000001 0.7962962962962962 0.7617647058823529 0.8444444444444444 0.7480000000000001 0.7400000000000001 0.732 0.6384615384615385 0.7793103448275861 0.7444444444444444 0.7903225806451613 0.7807692307692308 0.774074074074074 0.7120000000000001 0.84 0.8 0.8130434782608696 0.7346153846153847 0.8083333333333335 0.7413793103448276 0.7961538461538461 0.7290322580645162 0.688 0.774074074074074 0.8136363636363637 0.7740740740740741 0.7230769230769231 0.7481481481481481 0.7518518518518519 0.7925925925925925 0.6559999999999998 0.7124999999999999 0.8846153846153846 0.6739130434782609 0.7428571428571429 0.8555555555555555 0.8333333333333334 0.7760000000000001 0.8541666666666666 0.7846153846153846 0.82 0.7481481481481482 0.7857142857142857 0.8760000000000001 0.7913043478260869 0.7518518518518519 0.6900000000000001 0.75 0.8333333333333335 0.7962962962962963 0.8214285714285713 0.8052631578947369 0.8703703703703705 0.7827586206896552 0.8320000000000001 0.767857142857143 0.8375 0.8076923076923077 0.8478260869565217 0.7869565217391304 0.8130434782608695 0.8160000000000001 0.6653846153846156 0.77 0.748 0.92 0.7851851851851852 0.7999999999999999 0.7678571428571427 0.6607142857142858 0.8052631578947369 0.78 0.8782608695652173 0.7769230769230769 0.85 0.9478260869565218 0.8608695652173913 0.7566666666666666 0.9035714285714286 0.6967741935483871 0.7566666666666666
msg 13 9 12 9 14 10 9 9 9 9 12 9 9 9 10 10 10 9 11 9 9 9 9 9 10 10 10 11 9 9 9 11 10 9 11 9 10 9 12 9 11 10 10 9 9 10 10 10 9 11 10 10 9 9 11 9 9 9 11 9 9 11 9 10 12 10 9 10 9 9 10 10 9 9 9 10 10 9 10 10 10 12 9 9 9 10 9 9 10 9 10 11 10 10 10 11 10 9 12 9
free_ag 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
custo 11.565313 7.014197 8.134716 7.38963 9.607723 8.273022 8.225089 7.321064 7.856813 7.183201 10.025406 7.976292 6.866707 7.464906 7.06136 7.186716 7.831241 7.440967 8.653057 7.768086 7.817255 7.491983 7.33515 8.152735 8.241718 8.151592 7.553847 9.042923 8.067597 7.642526 7.438995 10.361652 8.717733 8.289305 8.604675 7.367316 7.864218 7.960409 8.831267 7.319208 8.400986 8.851783 7.809083 7.860354 8.018919 7.879906 7.75061 7.07995 18.030458 8.094587 8.913101 7.812115 7.994078 7.036527 9.20828 7.036342 7.064392 6.67436 7.923648 6.214294 7.74535 8.859005 7.709118 8.204815 9.616906 8.988293 7.550664 8.614493 6.382113 7.507287 9.207972 6.593554 5.77216 6.189129 6.107353 7.065254 6.659144 6.163925 7.197422 7.006468 6.894423 8.140331 6.45696 5.887228 6.351699 6.390004 6.231533 6.032858 6.925442 6.117192 18.199387 7.504099 6.836272 6.819673 6.647647 7.449676 6.474176 6.101392 7.348505 5.767427
reward 16.7963 14.778199999999998 16.467299999999998 17.758200000000002 20.157800000000005 18.038600000000002 17.5901 15.9316 17.3702 17.9472 16.7353 13.640699999999999 15.4557 15.266 16.8617 15.293499999999998 19.8156 20.007899999999996 15.541699999999997 15.5379 18.687700000000003 21.179000000000002 17.543800000000005 14.8009 17.656799999999997 15.207 15.417600000000002 19.797199999999997 17.176399999999994 19.932199999999998 15.152899999999999 16.9643 13.409899999999999 15.5174 17.546600000000005 15.8695 16.992800000000003 14.412099999999999 17.7317 16.960600000000003 19.288999999999998 14.734199999999996 16.2234 12.846500000000002 16.3282 15.875599999999999 16.5348 16.584499999999995 17.3897 13.9967 15.286800000000003 16.870000000000005 13.0616 16.594900000000003 17.333200000000005 17.6731 15.452799999999998 16.2306 15.370200000000002 16.9355 16.4258 16.504899999999996 16.059 13.9265 16.514299999999995 11.1013 12.362000000000002 19.234899999999996 16.8573 17.545499999999997 10.205000000000002 16.3641 17.815699999999996 14.4462 19.405599999999996 15.500100000000003 16.2566 15.046299999999997 13.307200000000002 13.4303 16.2497 14.112799999999998 18.3674 13.781299999999998 16.402700000000003 17.901799999999998 19.326800000000002 15.575400000000002 15.5743 10.739899999999999 15.385000000000002 15.728599999999998 16.6065 14.485499999999998 14.098599999999998 15.1853 19.980600000000003 19.4813 20.716499999999993 19.259700000000002
time 0.9766666666666667 0.97 0.97 0.97 0.9666666666666667 0.9766666666666667 0.9566666666666667 0.9633333333333334 0.9766666666666667 0.9466666666666667 0.9733333333333334 0.9733333333333334 0.9833333333333333 0.9766666666666667 0.96 0.98 0.97 0.9633333333333334 0.9566666666666667 0.9466666666666667 0.98 0.98 0.98 0.97 0.9833333333333333 0.9566666666666667 0.9666666666666667 0.9766666666666667 0.9766666666666667 0.98 0.94 0.9633333333333334 0.9633333333333334 0.97 0.97 0.9733333333333334 0.97 0.97 0.98 0.9733333333333334 0.9733333333333334 0.9666666666666667 0.95 0.97 0.9633333333333334 0.9766666666666667 0.9666666666666667 0.9533333333333334 0.9766666666666667 0.9566666666666667 0.9433333333333334 0.97 0.97 0.9766666666666667 0.9833333333333333 0.9633333333333334 0.95 0.92 0.9733333333333334 0.9666666666666667 0.9866666666666667 0.98 0.98 0.97 0.9466666666666667 0.97 0.97 0.9866666666666667 0.9833333333333333 0.9766666666666667 0.9533333333333334 0.98 0.9666666666666667 0.96 0.99 0.97 0.98 0.9766666666666667 0.9833333333333333 0.9833333333333333 0.9666666666666667 0.98 0.9666666666666667 0.97 0.9833333333333333 0.98 0.9833333333333333 0.98 0.9866666666666667 0.9666666666666667 0.96 0.98 0.98 0.9633333333333334 0.98 0.9766666666666667 0.99 0.9633333333333334 0.9666666666666667 0.9766666666666667
finished 0.5104166666666666 0.53125 0.5 0.5520833333333334 0.4895833333333333 0.53125 0.5625 0.5520833333333334 0.5416666666666666 0.53125 0.5625 0.5416666666666666 0.5 0.5104166666666666 0.5520833333333334 0.5 0.5 0.5104166666666666 0.5416666666666666 0.53125 0.5416666666666666 0.5208333333333334 0.5 0.5104166666666666 0.5104166666666666 0.5520833333333334 0.5104166666666666 0.5104166666666666 0.5104166666666666 0.5520833333333334 0.5 0.5208333333333334 0.53125 0.5416666666666666 0.5208333333333334 0.5416666666666666 0.5104166666666666 0.53125 0.5 0.5104166666666666 0.5520833333333334 0.5104166666666666 0.5416666666666666 0.53125 0.5208333333333334 0.5520833333333334 0.5 0.5 0.5208333333333334 0.5 0.5104166666666666 0.53125 0.5625 0.53125 0.5104166666666666 0.5416666666666666 0.53125 0.4895833333333333 0.5208333333333334 0.5 0.5416666666666666 0.5208333333333334 0.5208333333333334 0.5208333333333334 0.5208333333333334 0.5208333333333334 0.5104166666666666 0.5208333333333334 0.5104166666666666 0.5208333333333334 0.5520833333333334 0.5416666666666666 0.5520833333333334 0.53125 0.5208333333333334 0.5416666666666666 0.5104166666666666 0.5520833333333334 0.4895833333333333 0.5208333333333334 0.5104166666666666 0.5208333333333334 0.5104166666666666 0.5104166666666666 0.53125 0.5208333333333334 0.5416666666666666 0.5104166666666666 0.4895833333333333 0.5208333333333334 0.5104166666666666 0.5520833333333334 0.5416666666666666 0.5729166666666666 0.5208333333333334 0.5416666666666666 0.5104166666666666 0.5 0.5 0.5104166666666666
quality 0.9755102040816326 0.9764705882352941 0.9833333333333334 0.9471698113207547 0.9829787234042554 0.9666666666666666 0.9611111111111112 0.9773584905660376 0.9865384615384615 0.9725490196078431 0.9907407407407407 0.9711538461538461 0.9895833333333334 0.9571428571428573 0.9716981132075472 0.9729166666666668 0.9395833333333333 0.9693877551020408 0.9903846153846154 0.9901960784313726 0.9403846153846155 0.9579999999999999 0.9729166666666668 0.9734693877551021 0.9448979591836734 0.9905660377358491 0.9755102040816326 0.936734693877551 0.9897959183673469 0.9622641509433962 1 0.958 0.9627450980392156 0.9653846153846154 0.976 0.9750000000000001 0.9612244897959182 0.9588235294117649 0.9895833333333334 0.9857142857142857 0.9716981132075472 0.9755102040816326 0.9903846153846154 0.9901960784313726 0.99 0.9150943396226415 0.9895833333333334 0.9854166666666666 0.976 0.9729166666666668 0.9734693877551021 0.9901960784313726 0.9703703703703703 0.9803921568627451 0.9428571428571427 0.9634615384615384 0.9666666666666666 0.9787234042553191 0.976 0.9729166666666668 0.9903846153846154 0.976 0.9740000000000001 0.99 0.986 0.986 0.9897959183673469 0.9719999999999999 0.9897959183673469 0.976 0.9773584905660376 0.9461538461538462 0.9773584905660376 0.9764705882352941 0.9420000000000001 0.9365384615384615 0.9857142857142857 0.9867924528301886 0.9787234042553191 0.9300000000000002 0.9897959183673469 0.958 0.9591836734693877 1 0.9470588235294118 0.986 0.948076923076923 0.9755102040816326 0.9893617021276596 0.976 0.9755102040816326 0.9698113207547171 0.9903846153846154 0.9781818181818182 0.946 0.9596153846153848 0.9714285714285713 0.9583333333333334 0.975 0.9693877551020408
