time 0.9366666666666666 0.8933333333333333 0.9133333333333333 0.9433333333333334 0.95 0.9433333333333334 0.9333333333333333 0.9466666666666667 0.9266666666666666 0.94 0.9466666666666667 0.9433333333333334 0.9433333333333334 0.9233333333333333 0.9433333333333334 0.94 0.94 0.94 0.9366666666666666 0.93 0.9366666666666666 0.9433333333333334 0.9266666666666666 0.93 0.9366666666666666 0.9466666666666667 0.93 0.93 0.9266666666666666 0.9366666666666666 0.9433333333333334 0.9433333333333334 0.9266666666666666 0.9433333333333334 0.94 0.9366666666666666 0.94 0.9333333333333333 0.94 0.9366666666666666 0.94 0.93 0.94 0.9 0.9066666666666666 0.93 0.9366666666666666 0.94 0.92 0.94 0.9133333333333333 0.94 0.9366666666666666 0.9466666666666667 0.92 0.9366666666666666 0.9266666666666666 0.03333333333333333 0.93 0.9433333333333334 0.9333333333333333 0.94 0.9333333333333333 0.94 0.94 0.9266666666666666 0.9133333333333333 0.9266666666666666 0.93 0.8766666666666667 0.94 0.91 0.93 0.92 0.9366666666666666 0.9466666666666667 0.93 0.9466666666666667 0.9366666666666666 0.93 0.9333333333333333 0.94 0.8966666666666666 0.9366666666666666 0.91 0.92 0.94 0.9333333333333333 0.9233333333333333 0.9233333333333333 0.9366666666666666 0.9433333333333334 0.03666666666666667 0.03 0.9366666666666666 0.94 0.92 0.9233333333333333 0.93 0.9266666666666666
finished 0.11458333333333333 0.020833333333333332 0.03125 0.14583333333333334 0.052083333333333336 0.10416666666666667 0.15625 0.16666666666666666 0.0625 0.11458333333333333 0.125 0.08333333333333333 0.10416666666666667 0.13541666666666666 0.09375 0.08333333333333333 0.052083333333333336 0.125 0.16666666666666666 0.07291666666666667 0.10416666666666667 0.14583333333333334 0.125 0.052083333333333336 0.08333333333333333 0.0625 0.09375 0.03125 0.0625 0.052083333333333336 0.16666666666666666 0.13541666666666666 0.020833333333333332 0.052083333333333336 0.13541666666666666 0.0625 0.125 0.0625 0.15625 0.09375 0.03125 0.09375 0.20833333333333334 0.020833333333333332 0.08333333333333333 0.15625 0.08333333333333333 0.0625 0.0625 0.11458333333333333 0.041666666666666664 0.13541666666666666 0.13541666666666666 0.08333333333333333 0.041666666666666664 0.11458333333333333 0.09375 0 0.020833333333333332 0.07291666666666667 0.125 0.125 0.08333333333333333 0.13541666666666666 0.17708333333333334 0.08333333333333333 0.052083333333333336 0.052083333333333336 0.08333333333333333 0.020833333333333332 0.08333333333333333 0.11458333333333333 0.020833333333333332 0.09375 0.125 0.20833333333333334 0.07291666666666667 0.07291666666666667 0.125 0.13541666666666666 0.14583333333333334 0.09375 0.11458333333333333 0.10416666666666667 0.08333333333333333 0.0625 0.14583333333333334 0.0625 0.07291666666666667 0.11458333333333333 0.0625 0.16666666666666666 0 0 0.0625 0.11458333333333333 0.08333333333333333 0.13541666666666666 0.125 0.0625
quality 0.7272727272727273 1 1 0.9 1 0.74 0.8266666666666668 0.64375 1 0.8 0.9416666666666668 0.6625 0.76 0.8461538461538461 0.8444444444444444 1 0.72 0.8833333333333333 0.7375 0.8857142857142858 0.67 0.8428571428571429 0.9 0.38 1 0.7666666666666666 0.6777777777777778 0.7333333333333334 0.8833333333333333 0.76 0.8187500000000001 0.8461538461538461 0.65 0.86 0.7 0.6499999999999999 0.7333333333333334 0.8333333333333334 0.7200000000000001 0.7444444444444445 0.5333333333333333 0.8666666666666667 0.68 1 0.9125 0.8733333333333333 0.9375 0.75 0.8666666666666667 0.7000000000000001 0.825 0.8846153846153846 0.8999999999999999 0.6 0.8 0.8727272727272727 0.8555555555555556 0 1 0.7999999999999999 1 0.6833333333333332 1 0.8538461538461538 0.8058823529411766 0.7 0.76 0.68 0.9 0.65 0.825 0.8181818181818182 0.65 0.7333333333333334 0.75 0.8300000000000001 0.9 0.7857142857142857 0.9333333333333332 0.7923076923076924 0.7999999999999999 0.8888888888888888 0.7363636363636363 0.78 0.8 0.65 0.8357142857142856 0.7999999999999999 0.9 0.5727272727272726 0.8666666666666667 0.9125000000000001 0 0 0.5666666666666665 0.8818181818181817 0.8 0.8153846153846154 0.8083333333333332 0.6
msg 11 10 9 11 9 11 9 10 10 10 9 9 11 10 9 12 10 10 11 9 9 11 9 9 10 9 10 10 11 10 11 9 12 9 9 9 9 10 11 11 11 9 10 9 12 10 12 10 10 9 11 9 9 9 9 14 10 10 12 10 10 11 9 10 9 10 9 10 13 10 9 11 10 11 12 11 10 9 12 9 9 9 9 10 11 10 9 9 12 9 9 9 11 9 9 11 12 10 10 10
free_ag 5 8 7 3 7 5 4 3 6 5 5 6 5 5 5 5 7 4 3 6 6 3 4 7 5 6 5 8 6 7 4 5 8 7 4 6 5 7 3 5 8 5 2 8 7 4 6 6 7 5 7 3 5 6 8 5 5 9 8 6 5 5 5 5 3 5 6 7 6 8 6 5 8 5 4 2 6 6 5 5 4 6 5 5 5 6 4 7 7 4 6 3 9 9 7 5 6 4 5 7
custo 19.386212 21.735803 20.806524 12.468423 19.953889 25.692621 13.119871 14.444572 17.828276 15.488209 15.051716 15.375352 19.045038 15.950525 13.814234 16.414206 29.806959 14.986431 13.365013 18.792771 17.283385 15.444275 12.117204 17.813671 16.896751 18.10873 17.055625 20.58291 18.091715 18.328189 14.593189 14.951906 22.95859 18.485201 12.461893 15.72827 14.648549 18.590108 11.21944 16.836916 20.333566 13.900563 11.06721 19.828537 19.227313 13.043256 18.181976 18.768263 18.576305 16.582918 19.699014 11.191718 15.258425 14.92367 19.72528 17.918404 16.290548 21.809388 31.932956 17.524847 16.833652 13.887807 15.01722 14.523974 10.605469 14.026126 17.409895 18.873531 20.537634 19.872078 18.361688 26.287334 20.737197 15.814611 17.15448 10.186275 17.074675 15.542452 18.81095 16.005128 12.774134 17.178819 14.851737 15.620521 15.996908 18.469493 12.488658 18.80713 18.240023 12.232712 17.109102 12.499725 23.252474 21.677624 18.577743 16.077372 19.094083 13.404913 15.080556 18.381125
reward 15.303500000000003 17.219599999999996 13.187899999999999 14.965399999999999 12.207300000000002 17.080800000000004 18.051500000000004 13.411200000000001 12.1016 13.128400000000001 12.752600000000001 12.397199999999996 12.916399999999998 16.1686 14.2099 14.7064 15.139199999999997 10.9876 14.2221 17.1143 15.279200000000003 13.360199999999999 15.946699999999998 10.919299999999998 15.879000000000001 11.068299999999999 14.489600000000003 14.941500000000003 12.934300000000002 14.741100000000003 18.344399999999997 15.465299999999997 15.0028 14.199000000000002 16.416700000000002 14.357200000000002 14.999999999999996 14.503600000000002 14.923199999999998 12.122000000000003 14.2554 12.7005 13.840099999999998 12.957500000000001 15.782299999999996 17.131000000000007 14.533399999999999 13.710700000000003 17.6793 16.603900000000003 13.419500000000001 13.3284 15.694299999999998 15.654 15.430500000000002 16.3432 11.2539 16.006100000000004 16.754399999999997 14.248000000000001 17.2531 15.575000000000003 12.7278 17.576599999999996 18.1004 16.566200000000006 12.8025 13.899700000000001 14.541200000000003 16.266599999999997 18.7671 18.8231 16.646199999999997 12.9134 15.2549 15.591900000000003 15.290600000000001 16.303499999999996 17.7649 18.482599999999998 17.575300000000002 15.056300000000002 12.7379 13.8446 14.4614 12.753899999999998 18.061400000000003 15.5789 17.6468 10.865400000000001 16.982800000000005 15.7433 15.622600000000002 15.355500000000001 14.813699999999997 16.1168 14.166900000000002 12.912899999999999 14.139899999999999 14.192300000000001
time 0.9033333333333333 0.93 0.9333333333333333 0.9 0.9 0.91 0.93 0.93 0.9133333333333333 0.8366666666666667 0.93 0.9066666666666666 0.89 0.9333333333333333 0.91 0.18333333333333332 0.8966666666666666 0.94 0.8933333333333333 0.9066666666666666 0.9266666666666666 0.9 0.94 0.9 0.9 0.91 0.93 0.9333333333333333 0.91 0.9066666666666666 0.9133333333333333 0.8866666666666667 0.9333333333333333 0.92 0.9333333333333333 0.9066666666666666 0.9266666666666666 0.8866666666666667 0.9 0.9133333333333333 0.9 0.93 0.8933333333333333 0.93 0.9133333333333333 0.94 0.9366666666666666 0.93 0.9166666666666666 0.92 0.93 0.9133333333333333 0.93 0.93 0.91 0.8966666666666666 0.9333333333333333 0.9133333333333333 0.91 0.9233333333333333 0.91 0.9033333333333333 0.9033333333333333 0.9133333333333333 0.9333333333333333 0.91 0.9233333333333333 0.93 0.9366666666666666 0.93 0.9333333333333333 0.9233333333333333 0.8766666666666667 0.74 0.94 0.9333333333333333 0.93 0.94 0.9133333333333333 0.92 0.9066666666666666 0.89 0.9 0.92 0.9233333333333333 0.9333333333333333 0.9366666666666666 0.9233333333333333 0.9233333333333333 1 0.9133333333333333 0.94 0.8966666666666666 0.94 0.9333333333333333 0.9166666666666666 0.9333333333333333 0.9266666666666666 0.9233333333333333 0.9333333333333333
finished 0.25 0.28125 0.3541666666666667 0.21875 0.2604166666666667 0.3333333333333333 0.2604166666666667 0.2708333333333333 0.15625 0.13541666666666666 0.4166666666666667 0.2916666666666667 0.25 0.25 0.3020833333333333 0.0625 0.4270833333333333 0.3645833333333333 0.3020833333333333 0.22916666666666666 0.3229166666666667 0.14583333333333334 0.3541666666666667 0.2604166666666667 0.20833333333333334 0.3541666666666667 0.40625 0.3333333333333333 0.3333333333333333 0.28125 0.3645833333333333 0.34375 0.4270833333333333 0.4166666666666667 0.3541666666666667 0.28125 0.28125 0.4479166666666667 0.15625 0.3333333333333333 0.3541666666666667 0.3645833333333333 0.19791666666666666 0.2708333333333333 0.3333333333333333 0.4583333333333333 0.4791666666666667 0.3125 0.3125 0.4270833333333333 0.2708333333333333 0.25 0.3333333333333333 0.22916666666666666 0.22916666666666666 0.25 0.3854166666666667 0.375 0.3958333333333333 0.3125 0.17708333333333334 0.2708333333333333 0.3645833333333333 0.4270833333333333 0.4166666666666667 0.23958333333333334 0.2604166666666667 0.1875 0.2708333333333333 0.2708333333333333 0.4583333333333333 0.21875 0.2708333333333333 0.11458333333333333 0.375 0.4166666666666667 0.5 0.3125 0.3854166666666667 0.3333333333333333 0.3333333333333333 0.3125 0.3541666666666667 0.20833333333333334 0.28125 0.3229166666666667 0.20833333333333334 0.3125 0.3645833333333333 0.13541666666666666 0.3229166666666667 0.2604166666666667 0.16666666666666666 0.28125 0.3854166666666667 0.20833333333333334 0.375 0.2604166666666667 0.2604166666666667 0.20833333333333334
quality 0.875 0.7925925925925925 0.9264705882352942 0.8095238095238095 0.88 0.890625 0.92 0.8192307692307692 0.7333333333333333 0.6923076923076923 0.9375 0.875 0.7916666666666666 0.8333333333333334 0.8620689655172413 0 0.9585365853658536 0.9428571428571428 0.903448275862069 0.7045454545454546 0.9354838709677419 0.8571428571428571 0.9029411764705882 0.84 0.7 0.9411764705882353 0.9743589743589743 0.890625 0.90625 0.862962962962963 0.9142857142857143 0.9090909090909091 0.9634146341463414 1 0.9117647058823529 0.8148148148148148 0.8296296296296296 0.9767441860465116 0.6 0.9375 0.9411764705882353 0.9428571428571428 0.8421052631578947 0.8461538461538461 0.90625 0.9886363636363636 0.9739130434782608 0.9333333333333333 0.8666666666666667 0.9878048780487805 0.9230769230769231 0.8416666666666667 0.9375 0.8181818181818182 0.7818181818181817 0.875 0.8756756756756756 0.911111111111111 0.9342105263157895 0.9333333333333333 0.7058823529411765 0.8192307692307692 0.9285714285714286 0.8682926829268292 0.9099999999999999 0.8260869565217391 0.92 0.7777777777777778 0.8461538461538461 0.7807692307692308 0.9659090909090909 0.8571428571428571 0.9230769230769231 0.45454545454545453 0.9305555555555556 0.975 0.9729166666666668 0.9333333333333333 0.9459459459459459 0.890625 0.90625 0.91 0.9029411764705882 0.765 0.8888888888888888 0.9032258064516129 0.7 0.9 0.9857142857142858 0.6538461538461539 0.8709677419354839 0.86 0.8125 0.8703703703703703 0.9513513513513514 0.8 1 0.84 0.88 0.85
